MODEL,VENDOR,MODEL_GSM,YEAR_RELEASED_GSM,MONTH_RELEASED_GSM,TIME_RELEASED_GSM,PRICE_RELEASED_GSM,DIAGONAL_SCREEN_SIZE_GSM,DETAIL_NAME_GSM
i777,onida,galaxy s ii i777,2011,10,2011.75,170,4.3,i777
iris fuel 60,lava,iris fuel 60,2014,12,2014.916667,130,5,iris fuel 60
xt1056,motorola,moto x,2013,8,2013.583333,250,4.7,xt1056
sch-i535pp,samsung,galaxy s iii cdma,2012,7,2012.5,280,4.8,"versions:
samsung sgh-i535 for verizon
samsung sph-l710 for sprint"
5880,lenovo,s880,2012,9,2012.666667,280,5,NA
sch-r760x,samsung,galaxy s ii hd lte,2011,12,2011.916667,180,4.65,also known as samsung galaxy s ii hd lte shv-e120s
c525c,htc,one sv,2013,1,2013,200,4.3,NA
gt-s3570,samsung,galaxy ace style lte g357,2014,9,2014.666667,200,4.3,"also known as:
samsung galaxy ace 4 g357fz
samsung galaxy ace style g357fz"
iris fuel f1,lava,iris fuel f1 mini,2015,9,2015.666667,NA,4,iris fuel f1
easyphone 6,hp,slate6 voicetab ii,2014,11,2014.833333,200,6,also known as hp slate 6 voicetab ii 6301ra
g3a,lg,g3 a,2014,8,2014.583333,360,5.2,"for korea
also known as lg g3 a f410s"
amazing a1,zte,kis v788,2012,7,2012.5,160,3.5,NA
z936l,zte,zmax pro,2016,7,2016.5,110,6,NA
life play mini,blu,life play mini,2014,10,2014.75,70,4,life play mini
connect 501,htc,desire 501,2014,2,2014.083333,240,4.3,NA
sgh-i847,samsung,rugby smart i847,2012,3,2012.166667,170,3.7,for at&t
mi4,xiaomi,mi 4s,2016,3,2016.166667,300,5,NA
a255,micromax,canvas selfie a255,2015,2,2015.083333,240,4.7,a255
sch-r950,samsung,galaxy note ii cdma,2012,NA,NA,350,5.5,sch-r950
x135,lg,l60 dual,2014,8,2014.583333,90,4.3,also known as lg l60 dual x147
y360-u82,huawei,y360,2015,6,2015.416667,90,4,also known as huawei y3
s88,imo,g vista (cdma),2014,8,2014.583333,300,5.7,s88
studio mini lte,blu,studio mini lte,2014,11,2014.833333,NA,4.5,studio mini lte
101dl,dell,streak pro d43,2012,NA,NA,450,4.3,NA
advance 4.0 l2,blu,advance 4.0 l2,2016,4,2016.25,NA,4,advance 4.0 l2
x301,micromax,bolt s301,2015,8,2015.583333,40,3.5,preliminary specifications
sgh-t959w,samsung,galaxy s 4g t959,2011,2,2011.083333,120,4,"for t-mobile
also known as samsung vibrant plus, samsung vibrant 4g"
be one,oneplus,3,2016,6,2016.416667,400,5.5,also known as oneplus three
alto,gigabyte,gsmart alto a2,2013,11,2013.833333,NA,5,alto
q503u,zte,grand s3,2015,3,2015.166667,430,5.5,NA
r1c,oppo,r1x,2015,1,2015,340,5,r1c
a1900,lenovo,a1900,2015,4,2015.25,60,4,a1900
gt-i9008,samsung,i9000 galaxy s,2010,6,2010.416667,120,4,also known as samsung i9008 galaxy s in china
me175kg,asus,memo pad hd7 16 gb,2013,7,2013.5,130,7,"tablet with no support for gsm voice communication, sms, and mms"
u8687,huawei,u8687 cronos,2013,11,2013.833333,50,3.5,u8687
sm-g930r7,samsung,galaxy note7,2016,9,2016.666667,850,5.7,"versions: n930 (usa); n930f (europe); n930g (india)
also known as samsung galaxy note7 duos with dual-sim card slots"
m-1038,nokia,lumia 735,2014,9,2014.666667,220,4.7,also known as nokia lumia 735 lte
q413,micromax,canvas xpress 4g q413,2015,11,2015.833333,NA,5,q413
a05,micromax,a105 canvas entice,2014,6,2014.416667,90,5,NA
f301,lg,gx f310l,2014,1,2014,250,5.5,for korea
via m1,meizu,m1 note,2015,1,2015,130,5.5,NA
w626,philips,w626,2011,12,2011.916667,NA,3.5,w626
primo n1,oppo,n1 mini,2014,8,2014.583333,330,5,NA
hw-01e,huawei,ascend d1,2012,7,2012.5,210,4.5,NA
t816,htc,desire 816 dual sim,2014,5,2014.333333,250,5.5,NA
s7q,samsung,galaxy s7,2016,3,2016.166667,520,5.1,"versions: g930 (usa); g930f (global); g930fd (southeast asia)
also known as samsung galaxy s7 duos with dual-sim card slots"
blaster,oneplus,3,2016,6,2016.416667,400,5.5,also known as oneplus three
x310e,htc,titan ii,2012,4,2012.25,200,4.7,"htc titan ii for at&t
htc titan 4g in australia"
evo 4g,oplus,evo 4g lte,2012,5,2012.333333,180,4.7,evo 4g
studio 5.0 hd lte,blu,studio 5.0 hd lte,2014,12,2014.916667,150,5,studio 5.0 hd lte
ls840,lg,viper 4g lte ls840,2012,4,2012.25,140,4,ls840
mira,odys,galaxy note 4,2014,10,2014.75,440,5.7,mira
studio 7.0 lte,blu,studio 7.0 lte,2015,10,2015.75,NA,7,studio 7.0 lte
droidx,motorola,droid x2,2011,5,2011.333333,230,4.3,"this is not a gsm device, it will not work on any gsm network worldwide."
sgh-t499,samsung,dart t499,2011,6,2011.416667,60,3.14,sgh-t499
v807,zte,blade c v807,2013,4,2013.25,130,4,v807
f320,lg,g2 mini lte,2014,3,2014.166667,180,4.7,"also known as lg d620, lg d620r, lg d620k"
dash l,blu,dash l3,2017,1,2017,NA,4,dash l
sgh-l700,samsung,galaxy a7 duos,2015,2,2015.083333,370,5.5,"versions: a7000, a7009, a700h, a700yd"
andy c5v,yezz,andy c5v,2014,8,2014.583333,NA,5,andy c5v
stx ultra,sony,xperia z ultra,2013,7,2013.5,280,6.4,"also known as sony xperia z ultra hspa+ c6802, sony xperia z ultra lte c6806, sony xperia z ultra lte c6833"
max plus 5.0,huawei,p9 plus,2016,5,2016.333333,600,5.5,versions: vie-l09 (single sim); vie-l29 (dual sim)
noir a65,lenovo,a65,2012,7,2012.5,90,3.5,NA
nx402,zte,nubia z5s mini nx403a,2013,12,2013.916667,230,4.7,NA
gt-i5500,samsung,galaxy win i8550,2013,5,2013.333333,170,4.7,available as samsung galaxy grand quattro; samsung galaxy win duos i8552 with dual-sim card slots
go984,samsung,i9300 galaxy s iii,2012,5,2012.333333,190,4.8,NA
y200,doogee,ascend y200,2012,5,2012.333333,110,3.5,y200
sgh-t599,samsung,galaxy exhibit t599,2013,5,2013.333333,90,3.8,for t-mobile
fast,beeline,x mach,2016,9,2016.666667,480,5.5,fast
a093,micromax,a093 canvas fire,2014,7,2014.5,90,4,a093
l35g,lg,l35,2014,6,2014.416667,NA,3.2,NA
p290,micromax,canvas tab p690,2015,6,2015.416667,130,8,NA
droidplayer mx2,meizu,mx2,2012,12,2012.916667,310,4.4,NA
d390ar,lg,f60,2014,10,2014.75,100,4.5,"versions:
lg f60 d390n with single-sim
lg f60 dual d392 with dual-sim"
a6020l37,lenovo,vibe k5 plus,2016,4,2016.25,140,5,"also known as lenovo a6020a46, lenovo lemon 3"
rm-915,nokia,lumia 520,2013,4,2013.25,70,4,versions: nokia lumia 521 rm-917 (t-mobile)
sph-p100,samsung,galaxy tab cdma p100,2010,9,2010.666667,150,7,"tablet with support for cdma voice communication, sms, and mms
for sprint"
vs410pp,lg,optimus zone vs410,2013,6,2013.416667,60,3.2,for verizon
a111,karbonn,a111 canvas doodle,2013,5,2013.333333,190,5.3,a111
mobile volt,lg,volt,2014,5,2014.333333,130,4.7,"versions:
lg volt ls740, lg volt 4g lte for virgin mobile
lg ls740 boost mobile for boost mobile"
sonic,cherry mobile,lumix smart camera cm1,2014,12,2014.916667,830,4.7,sonic
x905,motorola,razr m xt905,2013,1,2013,290,4.3,NA
dash j,blu,dash jr,2013,9,2013.666667,40,3.5,dash j
excellent 8,huawei,p8 lite (2017),2017,1,2017,240,5.2,also known as huawei honor 8 lite
y221-u03,huawei,ascend y221,2014,12,2014.916667,130,3.5,NA
classic pro,gigabyte,gsmart classic,2015,10,2015.75,100,5,NA
s58,samsung,galaxy ace s5830,2011,2,2011.083333,90,3.5,"also known as samsung galaxy ace la fleur, samsung galaxy ace hugo boss"
w2-u00,huawei,ascend w2,2013,12,2013.916667,150,4.3,NA
sgt-7000,lenovo,a7000 plus,2015,9,2015.666667,190,5.5,NA
c625b,htc,windows phone 8x,2012,11,2012.833333,170,4.3,previously known as htc accord
a24,avus,a240 canvas doodle 2,2013,8,2013.583333,230,5.7,a24
pro q8 plus,meizu,pro 6 plus,2016,11,2016.833333,550,5.7,NA
p970g,lg,optimus black p970,2011,5,2011.333333,110,4,also known as lg optimus p970 schwarz in germany
t800,eton,xt800 zhishang,2010,3,2010.166667,230,3.7,t800
z813,zte,grand s3,2015,3,2015.166667,430,5.5,NA
iris 406q,lava,iris 406q,2014,4,2014.25,80,4,iris 406q
venue pro,dell,venue pro,2010,11,2010.833333,220,4.1,venue pro
p17,lenovo,p70,2015,2,2015.083333,240,5,NA
rm-887,lenovo,a516,2013,NA,NA,110,4.5,NA
r823t,oppo,find 7a,2014,3,2014.166667,370,5.5,"also known as oppo find 7 fullhd, oppo find 7 fhd"
z900 plus,qmobile,noir z9 plus,2016,3,2016.166667,NA,5.5,NA
evo 4g lte,sprint,evo 4g lte,2012,5,2012.333333,180,4.7,evo 4g lte
vs870,lg,lucid2 vs870,2013,4,2013.25,270,4.3,vs870
e400r,lg,optimus l3 e400,2012,2,2012.083333,70,3.2,NA
orbit 6200,maxwest,orbit 6200t,2014,3,2014.166667,NA,6,orbit 6200
c625a,htc,windows phone 8x,2012,11,2012.833333,170,4.3,previously known as htc accord
a828 tc,htc,desire 828 dual sim,2015,11,2015.833333,250,5.5,NA
noir x30,qmobile,noir z8 plus,2015,5,2015.333333,180,5.5,NA
xt1564,motorola,moto x play dual sim,2015,8,2015.583333,320,5.5,NA
sch-r920,samsung,galaxy attain 4g,2012,2,2012.083333,100,3.5,sch-r920
q345,micromax,canvas selfie lens q345,2015,6,2015.416667,120,5,q345
omega,blackview,omega 5.0,2014,12,2014.916667,110,5,omega
noir s3,qmobile,noir s1,2015,7,2015.5,100,5,NA
sm-g3568,samsung,galaxy avant,2014,7,2014.5,160,4.5,"for t-mobile
also known as samsung galaxy avant g386t"
sgh-i717r,samsung,galaxy note i717,2012,1,2012,350,5.3,"for at&t
also known as samsung galaxy note 4g, samsung sgh-i717, samsung galaxy note lte"
d320ar,lg,l70 d320n,2014,4,2014.25,150,4.5,"available as
lg l70 d320 with no nfc support
lg l70 d320f8 with 8 mp camera"
d5306,sony,xperia t2 ultra dual,2014,3,2014.166667,280,6,"also known as sony xperia t2 ultra dual sim d5322, xm50h"
a630,lenovo,a630,2013,9,2013.666667,80,4.5,a630
xt321,motorola,defy mini xt321,2012,NA,NA,160,3.2,xt321
ixion ml 4.5,lg,leon,2015,4,2015.25,120,4.5,also known as lg leon 4g lte h340n; lg leon dual sim with dual-sim card slots
gt-i8558,samsung,galaxy win i8550,2013,5,2013.333333,170,4.7,available as samsung galaxy grand quattro; samsung galaxy win duos i8552 with dual-sim card slots
uno x10,htc,one me,2015,7,2015.5,340,5.2,NA
e550,argom tech,xperia c5 ultra,2015,8,2015.583333,310,6,e550
iris x1 mini,lava,iris x1 mini,2015,1,2015,NA,4,iris x1 mini
blade a465,zte,blade l3 plus,2015,4,2015.25,100,5,NA
q417,micromax,canvas mega 4g q417,2015,12,2015.916667,150,5.5,q417
w410u,blu,win jr lte,2015,4,2015.25,NA,4.5,NA
studio m hd,blu,studio m hd,2016,2,2016.083333,80,5,studio m hd
dash m2,blu,dash m2,2016,4,2016.25,NA,5,dash m2
sm-s766,samsung,galaxy s 4g t959,2011,2,2011.083333,120,4,"for t-mobile
also known as samsung vibrant plus, samsung vibrant 4g"
mt917,motorola,mt917,2011,12,2011.916667,220,4.5,mt917
blade hn,zte,blade l3 plus,2015,4,2015.25,100,5,NA
mt2-l02,huawei,ascend mate2 4g,2014,1,2014,330,6.1,NA
sch-i929,samsung,i9295 galaxy s4 active,2013,6,2013.416667,310,5,also available as samsung i537 for at&t
p990hn,lg,optimus 2x,2011,2,2011.083333,150,4,"also known as lg p990 star, lg p990 optimus speed"
y625-u13,huawei,y625,2015,4,2015.25,130,5,NA
mini mx,meizu,pro 5 mini,2015,10,2015.75,360,4.7,unofficial preliminary specifications
gt-s7250,samsung,wave m s7250,2011,12,2011.916667,120,3.65,also known as samsung wave725
phoenix,skk mobile,k8,2016,4,2016.25,150,5,phoenix
u8500,huawei,u8500 ideos x2,2010,NA,NA,90,3.2,u8500
ku5900,lg,optimus black p970,2011,5,2011.333333,110,4,also known as lg optimus p970 schwarz in germany
xt557,motorola,defy xt xt556,2012,7,2012.5,160,3.7,for us cellular
s-534,microsoft,lumia 532 dual sim,2015,2,2015.083333,90,4,NA
s4035 4g,wiko,ridge 4g,2015,3,2015.166667,NA,5,NA
xt928,motorola,xt928,2011,12,2011.916667,280,4.5,xt928
z933,zte,grand x pro,2013,4,2013.25,110,4.5,NA
s11t,samsung,galaxy s ii t989,2011,10,2011.75,160,4.52,"for t-mobile
also known as samsung hercules, samsung sgh-t989"
pc36100,htc,evo 4g lte,2012,5,2012.333333,180,4.7,for sprint
staraddict 3,zte,skate acqua,2012,NA,NA,NA,4,NA
zeus-hd,sony,xperia zl,2013,3,2013.166667,260,5,"also known as:
sony xperia c6503, c6502, c6506, sony xperia zl lte, sony xperia zl hspa+
released as sony xperia zq in brazil"
975,vodafone,lumia 635,2014,6,2014.416667,110,4.5,975
startrail iii,zte,blade v7 max,2016,8,2016.583333,330,5.5,NA
sch-i699,samsung,galaxy s relay 4g t699,2012,9,2012.666667,150,4,"for t-mobile
also known as samsung galaxy s blaze q"
studio 7.0 ii,blu,studio 7.0 ii,2015,8,2015.583333,NA,7,studio 7.0 ii
mt7a,huawei,ascend mate7 monarch,2015,3,2015.166667,500,6,also known as huawei ascend mate7 monarch edition
tt175,zte,geek v975,2013,8,2013.583333,NA,5,"also known as zte geek u988s for china mobile with nvidia tegra 4, 1.8 ghz processor, 2 mp front camera and 1080p display"
ione,ubox,pioneer p5w,2016,1,2016,90,5,ione
d820mu,htc,desire 820 dual sim,2014,11,2014.833333,320,5.5,NA
p7-l05,huawei,ascend p7 mini,2014,5,2014.333333,180,4.5,NA
xelio 10 pro,htc,desire 10 pro,2016,12,2016.916667,460,5.5,NA
d385,lg,l80 dual,2014,5,2014.333333,120,5,"also known as lg l80 dual sim, lg d380"
0p6b140,htc,evo 4g lte,2012,5,2012.333333,180,4.7,for sprint
t-01c,dell,venue 7 8 gb,2013,10,2013.75,NA,7,"this is not a gsm device, it will not work on any gsm network worldwide."
zen,nexodus,zenpad 3s 10 z500kl,2017,1,2017,450,9.7,zen
d393,lg,f60,2014,10,2014.75,100,4.5,"versions:
lg f60 d390n with single-sim
lg f60 dual d392 with dual-sim"
aqua air,intex,aqua ace,2015,10,2015.75,NA,5,NA
v788b,zte,kis v788,2012,7,2012.5,160,3.5,NA
color,komu,a120 canvas 2 colors,2014,5,2014.333333,110,5,color
elite,swipe,xplay5 elite,2016,3,2016.166667,610,5.43,elite
f540l,lg,zero,2015,10,2015.75,280,5,also known as lg class
ku3700,lg,optimus one p500,2010,10,2010.75,100,3.2,NA
y600-u40,huawei,ascend y600,2014,6,2014.416667,100,5,NA
z520m,htc,one sv,2013,1,2013,200,4.3,NA
w8555,philips,w8555,2013,11,2013.833333,340,5,w8555
aqua q1+,intex,aqua speed,2015,2,2015.083333,NA,4.5,NA
t221,samsung,galaxy tab 3 7.0 wifi,2013,7,2013.5,140,7,"tablet with no support for gsm voice communication, sms, and mms
also known as samsung galaxy tab 3 7.0 p3210, samsung t210"
u9510,huawei,ascend d quad,2012,8,2012.583333,290,4.5,NA
gt-s3653,samsung,galaxy tab active lte,2014,12,2014.916667,600,8,"tablet with support for gsm voice communication, sms, and mms
also known as samsung t365"
isw11ht,htc,evo 4g lte,2012,5,2012.333333,180,4.7,for sprint
vs910,verizon,revolution,2011,5,2011.333333,80,4.3,vs910
a580,lenovo,s580,2014,9,2014.666667,170,5,NA
g526-l33,huawei,ascend g526,2013,7,2013.5,260,4.5,NA
bravo z11,motorola,bravo mb520,2010,11,2010.833333,150,3.7,for at&t
iris alfa l,lava,iris alfa,2015,1,2015,NA,5,NA
sph-d700,samsung,galaxy s ii epic 4g touch,2011,9,2011.666667,130,4.52,"for sprint
also known as samsung sph-d710, samsung within"
prime,xolo,prime,2015,5,2015.333333,80,4.5,prime
fire 2,keneksi,a104 canvas fire 2,2014,NA,NA,80,4.5,fire 2
a7is,samsung,galaxy a7 duos,2015,2,2015.083333,370,5.5,"versions: a7000, a7009, a700h, a700yd"
a37,oppo,a37,2016,6,2016.416667,220,5,NA
5950,sony,xperia z1s,2014,1,2014,260,5,"for t-mobile
also known as sony xperia z1s c6916, sony xperia z1s 4g lte"
mb870,motorola,droid x2,2011,5,2011.333333,230,4.3,"this is not a gsm device, it will not work on any gsm network worldwide."
a92,micromax,a92,2013,7,2013.5,110,5,a92
z797c,zte,zmax pro,2016,7,2016.5,110,6,NA
blade b112,zte,blade v8,2017,2,2017.083333,NA,5.2,NA
gt-c3310,samsung,galaxy tab 4 8.0 3g,2014,6,2014.416667,300,8,"tablet with support for gsm voice communication, sms, and mms
also known as samsung t331, galaxy tab4 8.0 3g"
gt-s5303,samsung,galaxy grand prime duos tv,2014,10,2014.75,150,5,also known as samsung galaxy grand prime duos tv g530bt
sgh-t599v,samsung,galaxy exhibit t599,2013,5,2013.333333,90,3.8,for t-mobile
tab fast 2,xiaomi,mi pad 2,2015,11,2015.833333,220,7.9,"this is not a gsm device, it will not work on any gsm network worldwide."
aqua craze,intex,aqua craze,2016,1,2016,NA,5,aqua craze
k200,lg,x style,2016,9,2016.666667,200,5,k200
maven 10 plus,zte,maven,2015,6,2015.416667,50,4.5,NA
f666,micromax,canvas tab p666,2015,1,2015,150,8,NA
x60,qmobile,noir x60,2015,1,2015,90,4,x60
v tab 7 lite iii,samsung,galaxy tab 3 lite 7.0 ve,2015,3,2015.166667,120,7,"tablet with no support for gsm voice communication, sms, and mms
also known as samsung galaxy tab 3 lite wi-fi t113, galaxy tab 3 lite 7"""" ve wi-fi"
3gt hd-3,htc,desire hd,2010,10,2010.75,150,4.3,previously rumored as htc ace
y538,huawei,ascend y530,2014,2,2014.083333,100,4.5,NA
shw-m100s,samsung,galaxy j1,2015,2,2015.083333,110,4.3,"versions: samsung j100f, j100fn, j100h, j100h/dd, j100h/ds, j100m, j100mu
also known as samsung galaxy j1 duos with dual-sim card slots"
a70,mito,vibe k4 note,2016,1,2016,190,5.5,a70
noir i7,qmobile,noir i7,2014,9,2014.666667,120,4.5,noir i7
blade apex,zte,blade apex 3,2015,6,2015.416667,110,4.5,blade apex
v2 3gb,lava,v2 3gb,2016,3,2016.166667,NA,5,v2 3gb
v790,zte,kis iii v790,2012,11,2012.833333,100,3.5,v790
e500,senseit,galaxy e5,2015,2,2015.083333,240,5,e500
xplorer zii,samsung,s7710 galaxy xcover 2,2013,3,2013.166667,190,4,also known as samsung gt-s7710l
7235,huawei,honor bee,2015,5,2015.333333,70,4.5,also known as huawei y5c
gt-c3303,samsung,galaxy tab 4 8.0,2014,6,2014.416667,270,8,"tablet with no support for gsm voice communication, sms, and mms
also known as samsung t330, galaxy tab4 8.0 wi-fi"
858,vodafone,g5,2016,4,2016.25,430,5.3,858
gt-s7230,samsung,s7230e wave 723,2010,10,2010.75,130,3.2,NA
p41,panasonic,p41,2014,8,2014.583333,170,5,p41
ixion m4,sony,xperia m4 aqua,2015,6,2015.416667,200,5,NA
mid-71,samsung,galaxy s ii tv,2013,NA,NA,NA,4,also known as samsung galaxy ace 3 gt-s7273t
selfie,blu,studio selfie 2,2016,5,2016.333333,NA,5,selfie
q327,micromax,q372 unite 3,2015,5,2015.333333,110,4.7,NA
gt-s5363,samsung,galaxy y tv s5367,2011,NA,NA,180,3.14,NA
t8788,htc,7 surround,2010,11,2010.833333,90,3.8,NA
octa,starmobile,millennia octa510,2015,1,2015,NA,5,octa
studio selfie,blu,studio selfie 2,2016,5,2016.333333,NA,5,studio selfie
lua-l01,huawei,y3ii,2016,6,2016.416667,80,4.5,also known as huawei y3 2
p-07d,panasonic,eluga power,2012,5,2012.333333,500,5,NA
e610v,lg,optimus l5 e610,2012,6,2012.416667,120,4,also known as lg optimus l5 dual e612
gt-s5750,samsung,s5750 wave575,2010,10,2010.75,120,3.2,NA
iris atom x,lava,iris atom x,2015,11,2015.833333,NA,4,iris atom x
g906,yxtel,galaxy s5 lte-a g906s,2014,7,2014.5,550,5.1,g906
a94,micromax,a94 canvas mad,2014,1,2014,100,4.5,a94
y3s,tecno,xplay3s,2013,NA,NA,NA,6,y3s
eluga l 4g,panasonic,eluga l 4g,2015,5,2015.333333,190,5,eluga l 4g
streak 7,dell,streak 7 wi-fi,2011,4,2011.25,140,7,streak 7
p515e,htc,flyer wi-fi,2011,5,2011.333333,110,7,tablet with no gsm voice communication capabilities
z667t,zte,zinger,2014,10,2014.75,NA,3.5,for t-mobile
preo p2,gionee,pioneer p2,2013,NA,NA,70,4,NA
lumia 625h,nokia,lumia 625,2013,8,2013.583333,160,4.7,NA
omnia ii,samsung,i8000 omnia ii,2009,7,2009.5,200,3.7,omnia ii
sm-g930r6,samsung,galaxy note7,2016,9,2016.666667,850,5.7,"versions: n930 (usa); n930f (europe); n930g (india)
also known as samsung galaxy note7 duos with dual-sim card slots"
sgh-t759,samsung,exhibit 4g,2011,6,2011.416667,200,3.5,"also known as samsung t759, samsung hawk
for t-mobile"
d681,lg,g pro lite,2013,11,2013.833333,250,5.5,"also known as lg pro lite d680, d682tr"
kis 3 max,zte,kis 3 max,2014,11,2014.833333,120,4.5,kis 3 max
vs876,verizon,lucid 3 vs876,2014,4,2014.25,220,4.7,vs876
a5s,samsung,galaxy a5 (2017),2017,1,2017,430,5.2,also known as samsung galaxy a5 (2017) duos with dual-sim card slots
9550,blackberry,storm2 9550,2009,11,2009.833333,70,3.25,9550
prestige prime 10es,huawei,p9 plus,2016,5,2016.333333,600,5.5,versions: vie-l09 (single sim); vie-l29 (dual sim)
v9a,zte,light tab 2 v9a,2012,2,2012.083333,250,7,v9a
d375ar,lg,l80,2014,NA,NA,150,5,NA
e502,coolpad,modena 2,2016,9,2016.666667,180,5.5,NA
s970,cherry mobile,optimus g ls970,2012,NA,NA,480,4.7,s970
s20,q-smart,lepad s2007,2012,NA,NA,NA,7,s20
centurion 3,samsung,galaxy a3 (2017),2017,1,2017,330,4.7,"versions: a320f/fl (emea); a320y (sea, latam)
also known as samsung galaxy a3 (2017) duos with dual-sim card slots"
r817t,oppo,r817 real,2012,10,2012.75,100,4,NA
s400,obi,s4007 leo iv,2016,7,2016.5,NA,4,s400
prime s,xiaomi,redmi 3s prime,2016,8,2016.583333,150,5,NA
note,innjoo,redmi note 4,2017,1,2017,160,5.5,note
dash x plus,blu,dash x plus lte,2016,3,2016.166667,NA,5.5,dash x plus
a760,lenovo,a706,2013,NA,NA,150,4.5,NA
grand 5.5 hd,blu,grand 5.5 hd,2016,7,2016.5,NA,5.5,grand 5.5 hd
gs02,huawei,u8860 honor,2011,12,2011.916667,130,4,NA
6990 lvw,htc,windows phone 8x,2012,11,2012.833333,170,4.3,previously known as htc accord
vs920,lg,spectrum vs920,2012,1,2012,130,4.5,vs920
101k,nokia,lumia 530,2014,8,2014.583333,100,4,also known as nokia lumia 530 rm-1017
xt1025,motorola,moto e dual sim,2014,5,2014.333333,90,4.3,xt1025
mb853,motorola,photon 4g mb855,2011,8,2011.583333,270,4.3,also known as motorola electrify
kiw-cl00,huawei,honor 5x,2015,11,2015.833333,300,5.5,"also known as huawei honor x5, huawei gr5"
xt886,motorola,razr v xt889,2012,6,2012.416667,210,4.3,for china
touchbook 7.0,blu,touch book 7.0 lite,2012,11,2012.833333,70,7,"tablet with no support for gsm voice communication, sms, and mms"
ieos quad 10 pro,htc,desire 10 pro,2016,12,2016.916667,460,5.5,NA
t9189,htc,evo 4g lte,2012,5,2012.333333,180,4.7,for sprint
pg41200,htc,evo view 4g,2011,6,2011.416667,220,7,"tablet with no support for gsm voice communication, sms, and mms
for sprint"
