MODEL, REACH, MARKETING_NAME, VENDOR, PRICE_RELEASED, YEAR_RELEASED, MONTH_RELEASED, TIME_RELEASED, DIAGONAL_SCREEN_SIZE, CAMERA_PIXELS, DISPLAY_HEIGHT, DISPLAY_WIDTH
XT626,2,double v,motorola,NULL,2012,NULL,2012.5,4.29,NULL,960,540
DSlide 704,2,dslide 704,danew,NULL,2012,NULL,2012.5,7.01,0.3,480,800
009SH,2,aquos phone the premium,softbank,NULL,2011,NULL,2011.5,4.01,NULL,960,540
1105,2,1105,oppo,NULL,2014,NULL,2014.5,4.5,5,854,480
Asha 302,2,asha 302,nokia,NULL,2011,NULL,2011.5,2.4,NULL,240,320
Golf,2,golf,htc,NULL,2012,NULL,2012.5,3.5,5,480,320
5065W,2,one touch pop 3 (5),alcatel,NULL,2016,NULL,2016.5,5,8,854,480
Iris 352e,2,iris 352e,lava,80,2013,NULL,2013.5,3.5,2,480,320
P910i,2,p910i,sony ericsson,NULL,2003,NULL,2003.5,2.89,NULL,320,208
U9GT4,2,u9gt4,cube,NULL,2013,NULL,2013.5,7,0.3,600,1024
50c Helium,2,50c helium,archos,NULL,2015,NULL,2015.5,5,5,854,480
S5002,2,sol jr,verykool,NULL,2015,12,2016,5,5,960,540
Skyfire 2.0,2,skyfire 2.0,cherry mobile,430,2013,1,2013.083333333333,5,8,960,540
Andi Avonte 5,2,andi avonte 5,iball,NULL,2015,NULL,2015.5,5,8,854,480
Vivo 4.8 HD,2,vivo 4.8 hd,blu,340,2014,2,2014.166666666667,4.8,8,1280,720
G2S,2,g2s,jiayu,NULL,2013,NULL,2013.5,4,2,960,540
WPJ40-10,2,wpj40-10,geanee,NULL,2016,NULL,2016.5,4,5,800,480
Insignia 700 Pro,2,insignia 700 pro,goclever,NULL,2014,NULL,2014.5,7,2,600,1024
X32,2,x32,qmobile,NULL,2016,NULL,2016.5,4,5,800,480
Sleek 10.1,2,sleek 10.1,mobiltab,NULL,2013,NULL,2013.5,10.1,2,800,1280
Kindle DX,2,kindle dx,amazon,NULL,2009,NULL,2009.5,9.699999999999999,NULL,1200,824
S2151,2,kona,sprint,NULL,2013,NULL,2013.5,2.4,2,320,240
Primo F2,2,primo f2,walton,220,2012,4,2012.333333333333,4,3.2,800,480
AT-AS53N,2,at-as53n,wolfgang,NULL,2013,NULL,2013.5,5.3,5,960,540
4024X,2,pixi first,alcatel,NULL,2015,1,2015.083333333333,4,5,800,480
ITQ701,2,itq701,iriver,NULL,2013,NULL,2013.5,7,2,800,1280
Elite 9Q,2,prestige,visual land,610,2014,3,2014.25,9,2,600,1024
Magic Swift,2,magic swift,rage,90,2014,5,2014.416666666667,3.5,1.3,480,320
EX7415,2,ex7415,cink,NULL,2015,NULL,2015.5,7,2,1024,600
Z740G,2,sonata,zte,NULL,2014,NULL,2014.5,4,5,800,480
PO58220,2,one mini,at&t,NULL,2013,NULL,2013.5,4.3,4.1,1280,720
Aura,2,aura,karbonn,NULL,2015,NULL,2015.5,5,5,854,480
TZ16,2,tz16,irbis,NULL,2015,NULL,2015.5,10.1,2,800,1280
Via A3216,2,via a3216,casper,NULL,2012,NULL,2012.5,4.7,2,960,540
Omega 5.5,2,omega 5.5,xolo,110,2014,12,2015,5.5,13,1280,720
PSP,2,playstation portable,sony,NULL,2004,NULL,2004.5,4.15,NULL,272,480
PLT7044K,2,plt7044k,proscan,NULL,2013,NULL,2013.5,7,0.3,480,800
TAG-L13,2,enjoy 5s,huawei,NULL,2016,NULL,2016.5,5,13,1280,720
NE-201A1A,2,terrain,nec,NULL,2013,NULL,2013.5,3.1,5,640,480
M15GC702P,2,m15gc702p,unknown,370,2013,10,2013.833333333333,7,2,800,480
MZ609,2,motorola droid xyboard 8.2,motorola,NULL,2011,NULL,2011.5,8.199999999999999,5,800,1280
GT-B5512,2,galaxy y pro duos,samsung,370,2011,NULL,2011.5,2.6,3.15,240,320
202K,2,dingo r,softbank,NULL,2013,NULL,2013.5,4.29,8.1,1280,720
LT50+,2,lt50+,azumi,NULL,2015,NULL,2015.5,5,12,1280,720
HSG1316,2,hsg1316,hannspree,NULL,2015,NULL,2015.5,10.1,2,600,1024
GXPAD395G,2,gxpad395g,alps,NULL,2014,NULL,2014.5,5.5,2.3,1024,600
Y560-L03,2,y5,huawei,NULL,2015,NULL,2015.5,4.5,5,854,480
A77,2,canvas juice,micromax,NULL,2013,NULL,2013.5,5,5,854,480
SHW-M340S,2,galaxy m,samsung,370,2012,NULL,2012.5,4,3.1,800,480
Aqua 3G Neo,2,aqua 3g neo,intex,NULL,2015,NULL,2015.5,4,2,800,480
K750i,2,k750i,sony ericsson,NULL,2005,NULL,2005.5,1.8,2,220,176
8057,2,one touch pixi 3,alcatel,NULL,2015,NULL,2015.5,7,5,600,1024
H892L,2,raven,huawei,NULL,2015,NULL,2015.5,5.5,8,1920,1080
Y613F,2,y613f,vivo,NULL,2015,NULL,2015.5,4.5,5,854,480
PolyPad 8216 HD,2,polypad 8216 hd,herpa,NULL,2012,NULL,2012.5,8,NULL,1024,768
4014D,2,one touch pixi 2,alcatel,NULL,2014,1,2014.083333333333,3.5,2,480,320
F-04F,2,f-04f,docomo,NULL,2014,NULL,2014.5,4.3,8,960,540
Iris X1 Beats,2,iris x1 beats,lava,80,2015,1,2015.083333333333,5,5,854,480
Next7Q12,2,next7q12,nextbook,NULL,2012,NULL,2012.5,7,3.2,600,1024
KYE6710,2,torque,sprint,NULL,2013,NULL,2013.5,4,NULL,800,480
SN70T3,2,hannspad sn70t3,hannspree,NULL,2012,NULL,2012.5,7,0.3,480,800
D305,2,bolt d305,micromax,NULL,NULL,NULL,NULL,4,3.2,800,480
Tab 7HD,2,one touch tab 7 hd,alcatel,110,2013,10,2013.833333333333,7,2,1280,800
PC PA10.1M,2,pc pa10.1m,jay-tech,NULL,2014,NULL,2014.5,10.1,2,600,1024
8.33z,2,8.33z,oplus,NULL,2015,NULL,2015.5,4,3.2,800,480
Andi 5K Sparkle,2,andi 5k sparkle,iball,NULL,2014,NULL,2014.5,5,8,960,540
Blackview JK606,2,blackview jk606,iget,NULL,2014,12,2015,5,5,960,540
X115,2,quard ii,colors mobile,NULL,2015,2,2015.166666666667,4.5,8,960,540
Pro 2,2,pro 2,beeline,270,2015,2,2015.166666666667,4.5,5,854,480
H998,2,h998,daxian,NULL,2013,NULL,2013.5,4,3,800,480
005SH,2,005sh,softbank,NULL,2011,NULL,2011.5,3.8,8,800,480
7105,2,7105,coolpad,NULL,2014,NULL,2014.5,4.5,3.1,854,480
DM015K,2,disney mobile dm015k,softbank,NULL,2013,NULL,2013.5,4.29,8.1,1280,720
SM-G900X,2,galaxy s5,samsung,480,2014,4,2014.333333333333,5.1,16,1920,1080
SP5540,2,casiopea xxl,woo,NULL,2016,NULL,2016.5,5.5,5,1280,720
Ace Strike,2,ace strike,swipe,NULL,2015,NULL,2015.5,6.98,5,1024,600
P3312,2,ms6 colors,multilaser,NULL,2015,NULL,2015.5,5.5,8,960,540
U8686,2,t-mobile prism ii,huawei,NULL,2013,NULL,2013.5,3.5,3,480,320
Generic Maui Browser,2,generic maui browser,unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A571VL,2,pixi avion,straight talk,NULL,2016,NULL,2016.5,4.5,2,NULL,NULL
S102,2,s102,unknown,NULL,2014,NULL,2014.5,10.1,2,600,1024
Zielo Z-420 Plus HD,2,zielo z-420 plus hd,woxter,NULL,2014,NULL,2014.5,5.5,13,1280,720
U8185,2,ascend y 100,huawei,NULL,2012,NULL,2012.5,2.8,3.15,320,240
6210 Navigator,2,6210 navigator,nokia,NULL,2008,NULL,2008.5,NULL,NULL,320,240
Primo GH2,2,primo gh2,walton,220,2014,4,2014.333333333333,4.5,5,854,480
T-01D,2,regza,docomo,NULL,2011,NULL,2011.5,4.29,13.1,1280,720
AQT80,2,slate 8,sprint,NULL,2015,NULL,2015.5,8,5,800,1280
CT720,2,idea 7,idea,NULL,2013,NULL,2013.5,7,2,480,800
Life 8,2,life 8,blu,260,2014,9,2014.75,5,8,1280,720
W121,2,canvas win,micromax,NULL,2014,NULL,2014.5,5,8,1280,720
R813T,2,r813t,oppo,NULL,2012,NULL,2012.5,4,NULL,800,480
Q348,2,canvas selfie 3,micromax,NULL,2015,NULL,2015.5,4.8,8,1280,720
Primo V1,2,primo v1,walton,220,2014,4,2014.333333333333,5,13,1920,1080
W839+,2,w839+,wellcom,NULL,2009,NULL,2009.5,NULL,NULL,320,240
MACH SIX VR,2,mach six vr,karbonn,NULL,2015,NULL,2015.5,6,8,1280,720
G400,2,g400,xgody,NULL,2015,NULL,2015.5,4.5,5,960,540
KU8800,2,optimus ex,lg,NULL,2011,NULL,2011.5,4,5,800,480
Auxus Prime P8000,2,auxus prime p8000,iberry,NULL,2015,NULL,2015.5,5.5,13,1920,1080
Q880,2,q880,unknown,NULL,2014,NULL,2014.5,5.3,12,800,480
A909,2,a909,azpen,200,2013,8,2013.666666666667,9,NULL,600,1024
A8i Quad,2,a8i quad,reeder,90,2015,7,2015.583333333333,7.85,5,800,1280
PSP3450 DUO,2,multiphone 3450 duo,prestigio,NULL,2014,NULL,2014.5,4.5,8,854,480
N910,2,n910,mijue,NULL,2014,NULL,2014.5,5.5,5,960,540
P698,2,optimus net,lg,NULL,2011,NULL,2011.5,3.2,NULL,480,320
US992,2,g5,us cellular,NULL,2016,NULL,2016.5,5.3,16,2560,1440
Maven 10,2,maven 10,odys,NULL,2015,NULL,2015.5,10.1,2,600,1024
Desire 609d,2,desire 609d,htc,NULL,2013,NULL,2013.5,4.5,8,960,540
Smart Pro,2,smart pro,blusens,80,2014,NULL,2014.5,5,13,1280,768
AS986,2,g4,lg,NULL,2015,NULL,2015.5,5.5,16,2560,1440
PC7518,2,pc7518,pierre cardin,NULL,2013,NULL,2013.5,7,0.3,480,800
9520,2,storm 2,blackberry,NULL,2009,NULL,2009.5,NULL,NULL,480,360
Tablet PC,2,tablet pc,irulu,120,2012,3,2012.25,10.1,10,720,1280
VP70,2,onyx,vestel,NULL,2013,NULL,2013.5,7,2,600,1024
GT-I9000B,2,galaxy s,samsung,120,2010,6,2010.5,4,NULL,800,480
Engage 9i,2,engage 9i,stamobile,NULL,2014,NULL,2014.5,8.9,5,1200,1920
AD685G,2,smartfren new andromax-i,hisense,NULL,2013,NULL,2013.5,4,5,800,480
Odroid-XU3,2,odroid-xu3,hardkernel,NULL,2014,NULL,2014.5,NULL,NULL,NULL,NULL
Life Play S,2,life play s,blu,260,2014,9,2014.75,4.7,8,1280,720
DM013SH,2,disney mobile dm013sh,softbank,NULL,2012,NULL,2012.5,3.7,NULL,854,480
MID08,2,powertab,manta,120,2012,5,2012.416666666667,7,0.3,480,800
Bolt A064,2,bolt a064,micromax,NULL,2014,NULL,2014.5,3.5,2,480,320
M-PPxG501,2,phonepad duo,mediacom,NULL,2015,NULL,2015.5,4,5,854,480
GT-B3210,2,corby txt,samsung,370,2009,NULL,2009.5,2.2,2,176,220
Thrill 430d,2,thrill 430d,cloudfone,NULL,2012,NULL,2012.5,4.3,5,800,480
IQ455,2,octa ego art 2,fly,NULL,2014,NULL,2014.5,5,8,1280,720
5056O,2,one touch allura,alcatel,NULL,2016,NULL,2016.5,5.5,8,1280,720
Via V6X,2,via v6x,casper,NULL,2015,NULL,2015.5,5.5,13,1280,720
Y635-TL00,2,ascend y635,huawei,140,2015,5,2015.416666666667,5,8,854,480
E10Q,2,e10q,zte,NULL,2015,NULL,2015.5,10.1,5,1280,800
Q427,2,canvas unite 4,micromax,NULL,2016,NULL,2016.5,5,8,1280,720
7268,2,7268,coolpad,NULL,2013,NULL,2013.5,4.5,5,960,540
A320t,2,a320t,lenovo,330,2014,1,2014.083333333333,4,2,854,480
RM-1070,2,lumia 435,microsoft,NULL,2015,NULL,2015.5,4,2,800,480
C954,2,ultratab jazz,digitac,NULL,2014,NULL,2014.5,9,0.3,480,800
LTE 3,2,president lte 3,gfive,NULL,2015,NULL,2015.5,5,8,1280,720
TU-1491,2,tu-1491,rotor,NULL,2015,NULL,2015.5,10.1,NULL,NULL,NULL
P875H,2,optimus f5,lg,NULL,2013,NULL,2013.5,4.3,5,960,540
DFPQ88,2,style-pad 7,global style technology,NULL,2012,NULL,2012.5,7,5,480,800
PH06130,2,status,htc,NULL,2011,NULL,2011.5,2.6,5,320,480
5054W,2,one touch fierce xl,alcatel,NULL,2015,NULL,2015.5,5.5,8,1280,720
PAP5501,2,multiphone 5501 duo,prestigio,NULL,2014,NULL,2014.5,5,5,854,480
Prime 812 Mini,2,prime 812 mini,venera,80,2013,5,2013.416666666667,5.3,5,960,540
Easy Smart F2,2,easy smart f2,fourel,80,2014,NULL,2014.5,4.5,5,854,480
5010G,2,pixi 4 (5),alcatel,NULL,2016,NULL,2016.5,5,8,854,480
Ilium X200,2,ilium x200,lanix,NULL,2014,NULL,2014.5,4,5,800,480
QX95,2,qx95,woxter,NULL,2014,NULL,2014.5,9,2,600,1024
i4901,2,fab 3g,idea,NULL,2014,NULL,2014.5,4,3.2,800,480
GT-C3050,2,stratus,samsung,370,2009,NULL,2009.5,2.01,NULL,160,128
Noria ZX-X15,2,noria zx-x15,chromo,NULL,2013,NULL,2013.5,7,1.3,480,640
GT-S5830M,2,galaxy ace,samsung,90,2011,2,2011.166666666667,3.5,5,480,320
AD683G,2,smartfren andromax-i,hisense,NULL,2012,NULL,2012.5,4,3,800,480
TechniPad 10-3G,2,technipad 10-3g,technisat,NULL,2013,NULL,2013.5,10,5,800,1280
C6530,2,hydro life,kyocera,NULL,2014,NULL,2014.5,4.5,5,960,540
UP Vision,2,up vision,starmobile,NULL,2015,NULL,2015.5,4.7,13,1280,720
Sense Golly,2,sense golly,ipro,NULL,2014,NULL,2014.5,5,5,NULL,NULL
Smart Tab 7800,2,smart tab 7800,essentiel b,80,2014,NULL,2014.5,7.9,2,768,1024
TF-MID9701G,2,tf-mid9701g,telefunken,NULL,2013,NULL,2013.5,9.699999999999999,3,768,1024
Ixion XL145 Snatch,2,ixion xl145 snatch,dexp,NULL,2015,NULL,2015.5,4.5,8,960,540
MID7065,2,mid7065,coby,120,2012,5,2012.416666666667,7,NULL,600,1024
CMP500,2,cmp 500,coby,NULL,2013,NULL,2013.5,5,2,800,480
SM-G316U,2,galaxy ace 4 neo,samsung,220,2014,8,2014.666666666667,4,5,854,480
BH-5128,2,bh-5128,ez tab,NULL,2015,NULL,2015.5,7,3,600,1024
Dynamic Spirit,2,dynamic spirit,ngm,NULL,2014,NULL,2014.5,5,8,854,480
GT-S3653W,2,genio,samsung,600,2010,12,2011,2.8,NULL,320,240
A125,2,a125,oppo,80,2010,5,2010.416666666667,NULL,NULL,320,240
8705,2,8705,coolpad,NULL,2014,NULL,2014.5,4.7,5,854,480
Aqua Q7,2,aqua q7,intex,NULL,2015,NULL,2015.5,4.5,2,854,480
Tornado 350,2,tornado 350,kazam,NULL,2015,NULL,2015.5,5,13,1280,720
SGH-T959P,2,galaxy s/fascinate 4g,samsung,120,2011,2,2011.166666666667,4,5,800,480
5025G,2,one touch pop 3 (5.5),alcatel,NULL,2015,NULL,2015.5,5.5,13,1280,720
MOMO11 Speed,2,momo11 speed,ployer,NULL,2012,NULL,2012.5,9.699999999999999,NULL,1024,768
W939,2,w939,tcl,NULL,2011,NULL,2011.5,3.2,3.15,320,240
A935,2,a935,astro tab,NULL,2015,NULL,2015.5,9,NULL,600,1024
Trooper 450,2,trooper 450,kazam,NULL,2015,NULL,2015.5,5,5,854,480
Thunder2 4.5L,2,thunder2 4.5l,kazam,NULL,2014,NULL,2014.5,4.5,8,854,480
Mi 2C,2,mi 2,xiaomi,NULL,2013,10,2013.833333333333,4.3,8,1280,720
GT-E2652W,2,gt-e2652w,samsung,370,2011,NULL,2011.5,2.6,1.3,320,240
Z708,2,z708,plum,NULL,2014,NULL,2014.5,7,8,600,1024
M-PPxS531,2,m-ppxs531,mediacom,NULL,2015,NULL,2015.5,5.3,13,1280,720
US375,2,k8,us cellular,NULL,2016,NULL,2016.5,5,8,1280,720
Dslide 971 DC,2,dslide 971 dc,danew,NULL,2015,NULL,2015.5,9.699999999999999,2,1024,768
A768t,2,a768t,lenovo,NULL,2014,10,2014.833333333333,5.5,8,1280,720
777,2,777,avvio,170,2015,10,2015.833333333333,4,8,800,480
Ivo 6655,2,ivo 6655,opsson,NULL,2014,NULL,2014.5,4.5,5,800,480
7230,2,7230,coolpad,NULL,2012,NULL,2012.5,4,3,800,480
T8002,2,t8002,senkatel,230,2014,3,2014.25,8,2,768,1024
Blade A430,2,blade a430,zte,80,2015,2,2015.166666666667,4.5,8,854,480
T5555,2,hd mini,htc,NULL,2009,NULL,2009.5,3.2,5,480,320
Era 4G,2,era 4g,xolo,NULL,2016,NULL,2016.5,5,5,1280,720
iMO 900,2,imo 900,opsson,NULL,2012,NULL,2012.5,4,8,800,480
SpiderI,2,spider 1,glx,NULL,2014,NULL,2014.5,5,13,1280,720
Studio 5.0 LTE,2,studio 5.0 lte,blu,NULL,2014,NULL,2014.5,5,8,960,540
Pioneer P3S,2,pioneer p3s,gionee,NULL,2015,NULL,2015.5,4.5,5,854,480
MXV,2,mxv,vensmile,NULL,2015,NULL,2015.5,NULL,NULL,NULL,NULL
P70221,2,p70221,micromax,240,2015,2,2015.166666666667,7,2,1024,600
Blade A470,2,blade a470,zte,80,2014,2,2014.166666666667,5,8,NULL,NULL
201K,2,honey bee,softbank,NULL,2013,NULL,2013.5,3.7,2,800,480
Z826,2,grand x plus,zte,NULL,2014,NULL,2014.5,5,8,1280,720
X530,2,race max q,infinix,NULL,2013,NULL,2013.5,4.5,8,854,480
LS450,2,k3,lg,NULL,2015,NULL,2015.5,4.5,5,854,480
PMP5588C,2,pmp5588c,prestigio,NULL,2013,NULL,2013.5,8,2,768,1280
Studio ST-1022,2,studio st-1022,mmtc,NULL,2014,NULL,2014.5,10.1,2,800,1280
X147,2,l60,lg,NULL,2014,NULL,2014.5,4.3,5,800,480
TPC-PA762,2,tpc-pa762,jay-tech,NULL,2015,NULL,2015.5,7,NULL,480,800
Q332,2,bolt,micromax,NULL,2015,NULL,2015.5,4.5,5,854,480
Asha 205,2,asha 205,nokia,NULL,2012,NULL,2012.5,2.4,0.5,240,320
2core7,2,2core7,mediaplay,NULL,2014,NULL,2014.5,7,0.3,480,800
U9815,2,grand memo,zte,NULL,2013,NULL,2013.5,5.7,13,1280,720
Iris Pro 30,2,iris pro 30,lava,80,2014,NULL,2014.5,4.7,8,1280,720
TAC-70072,2,tac-70072,denver electronics,NULL,2013,NULL,2013.5,7,0.3,480,800
J10i2,2,elm,sony ericsson,NULL,2009,NULL,2009.5,2.2,5,320,240
MB300,2,backflip,motorola,NULL,2009,NULL,2009.5,3.1,5,480,320
U8950N,2,ascend g600,huawei,100,2012,9,2012.75,4.5,NULL,960,540
Blade A450,2,blade a450,zte,80,2015,2,2015.166666666667,5,5,854,480
Aqua Curve Mini,2,aqua curve mini,intex,NULL,2014,NULL,2014.5,4.5,8,854,480
GT-S5260,2,star 2,samsung,370,2011,NULL,2011.5,3.07,3.15,400,240
Pad E700R,2,pad e700r,aigo,NULL,2011,NULL,2011.5,7,NULL,480,800
SM-G316MY,2,galaxy s duos 3,samsung,220,2015,8,2015.666666666667,4,5,800,480
Dynamic Time,2,dynamic time,ngm,NULL,2015,NULL,2015.5,5,8,854,480
GT-S5310M,2,galaxy pocket neo,samsung,370,2013,NULL,2013.5,3,2,320,240
Q424,2,bolt selfie,micromax,NULL,2015,NULL,2015.5,4.5,5,854,480
V411,2,g pad 7.0,lg,NULL,2014,NULL,2014.5,7,3.15,800,1280
5.0D,2,5.0d,sky devices,NULL,2015,NULL,2015.5,5,5,854,480
Prime 5.0 Plus,2,prime 5.0 plus,icemobile,80,2015,5,2015.416666666667,5,2,1280,720
Aqua Freedom,2,aqua freedom,intex,NULL,2015,NULL,2015.5,5,5,1280,720
XT685,2,motoluxe,motorola,NULL,2012,NULL,2012.5,4,8,854,480
Era X,2,era x,xolo,NULL,2016,NULL,2016.5,5,8,1280,720
Viva H8+,2,viva h8+,allview,NULL,2015,NULL,2015.5,8,5,800,1280
PI4010G,2,pi4010g,philips,NULL,2014,NULL,2014.5,8,0.3,1280,800
MSP4505,2,quad titan msp4505,manta,NULL,2015,NULL,2015.5,4.5,5,854,480
SH-06G,2,aquos keitai,docomo,NULL,2015,NULL,2015.5,3.4,5,960,540
Aquos TV,2,aquos tv,sharp,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Hit,2,hit,starmobile,NULL,2013,NULL,2013.5,3.5,3,480,320
miTab Praga,2,mitab praga,wolder,NULL,2015,NULL,2015.5,7,5,800,480
P-01D,2,p-01d,docomo,NULL,2011,NULL,2011.5,3.2,5,800,480
M9000,2,mid m9000,kocaso,NULL,2012,NULL,2012.5,8.970000000000001,NULL,800,480
TAB07-210,2,xenta 7c,yarvik,NULL,2013,NULL,2013.5,7,0.3,600,1024
XT681,2,xt681,motorola,NULL,2011,NULL,2011.5,4,NULL,854,480
XLife 480Q,2,xlife 480q,spice,NULL,2016,NULL,2016.5,4.5,5,854,480
LS-5006,2,water 6,lyf,NULL,2015,NULL,2015.5,5,13,1280,720
FT-4008,2,ft-4008,lifeware,NULL,2016,NULL,2016.5,8,NULL,1280,720
MX56,2,mx56,mlais,190,2013,4,2013.333333333333,5,8,1280,720
E97,2,e97,dragon touch,NULL,2015,NULL,2015.5,9.699999999999999,2,768,1024
S810t,2,s810t,lenovo,NULL,2014,NULL,2014.5,5.5,8,1280,720
iNote beyond,2,inote beyond,i-tel,NULL,2013,NULL,2013.5,4.5,3,854,480
FS506,2,cirrus 3,fly,NULL,2016,NULL,2016.5,5,5,1280,720
M425,2,bingo 20,infocus,NULL,2015,NULL,2015.5,4.5,8,854,480
Noir X11,2,noir x11,qmobile,NULL,2014,NULL,2014.5,3.5,3.2,480,320
H326,2,leon,lg,NULL,2015,NULL,2015.5,4.5,5,854,480
Odyssey Ace,2,odyssey ace,zh&k,NULL,2015,NULL,2015.5,4,3,800,480
AQ5000,2,canvas hue,micromax,NULL,2015,NULL,2015.5,5,8,1280,720
M-MP860S2,2,smart pad 860s2,mediacom,NULL,2012,NULL,2012.5,8,NULL,768,1024
X250,2,x250,qmobile,120,2014,6,2014.5,5,5,854,480
PSP5455,2,multiphone 5455,prestigio,NULL,2014,NULL,2014.5,4.5,12.78,960,540
M5 Lite CDMA,2,m5 lite cdma,gionee,NULL,2016,NULL,2016.5,5,8,1280,720
6010X,2,one touch star,alcatel,NULL,2013,NULL,2013.5,4,5,800,480
GT-C3510T,2,gt-c3510t,samsung,370,2011,NULL,2011.5,2.8,1.3,320,240
Brace-X1,2,brace-x1,iball,NULL,2015,NULL,2015.5,10.1,13,800,1280
Stealth Pro 7C,2,stealth pro 7c,trio,NULL,2012,NULL,2012.5,7.01,0.3,800,480
Primo F4,2,primo f4,walton,220,2014,4,2014.333333333333,4,5,800,480
Q390,2,fuze,cherry mobile,70,2014,8,2014.666666666667,5,8,854,480
SM-G800X,2,galaxy s5 mini,samsung,220,2014,7,2014.583333333333,4.5,8,1280,720
A1010,2,a1010,xolo,260,2015,5,2015.416666666667,5,5,854,480
S35D,2,s35d,advan,NULL,2015,NULL,2015.5,3.5,2,480,320
M2 Elegante,2,m2 elegante,magicon,NULL,2013,NULL,2013.5,3.5,5,800,480
Advance 4.5,2,advance 4.5,blu,NULL,2014,NULL,2014.5,4.5,5,854,480
Enjoy 7 Plus,2,enjoy 7 plus,msi,NULL,2012,NULL,2012.5,7.01,NULL,800,480
MID1042,2,mid1042,coby,120,2012,5,2012.416666666667,10.06,NULL,600,1024
008Z,2,zte 008z,softbank,NULL,2011,NULL,2011.5,3.79,NULL,800,480
PNDPP41DG7BLK,2,pendopad 7,pendo,NULL,2013,NULL,2013.5,7,0.3,480,800
L39C,2,optimus dynamic 2,lg,NULL,2014,NULL,2014.5,3.5,3,480,320
A108,2,canvas l,micromax,100,2014,3,2014.25,5.5,8,960,540
P500h,2,optimus one,lg,100,2010,10,2010.833333333333,3.61,NULL,480,320
9920,2,9920,unknown,NULL,2013,NULL,2013.5,4,5,800,480
N818,2,n818,zte,NULL,2014,NULL,2014.5,4.5,5,854,480
MID9042,2,mid9042,coby,120,2012,5,2012.416666666667,8.98,NULL,800,1280
Astro,2,astro,cherry mobile,NULL,2015,NULL,2015.5,3.5,2,480,320
T809,2,easy smart,telsra,NULL,2014,NULL,2014.5,4,2,800,480
GT-7320,2,gt-7320,genesis,NULL,2013,NULL,2013.5,7,2,600,1024
Trooper X50,2,trooper x50,kazam,NULL,2013,NULL,2013.5,5,5,854,480
Z667G,2,whirl 2,zte,NULL,2014,NULL,2014.5,3.5,3.15,480,320
Ixion P4,2,ixion p4,dexp,NULL,2015,NULL,2015.5,4,5,800,480
F-08E,2,smartphone 2 easy,docomo,NULL,2013,NULL,2013.5,4.3,8.1,960,540
Xplorer W65,2,xplorer w65,symphony,NULL,2013,NULL,2013.5,4,2,800,480
P935,2,optimus lte,lg,NULL,2011,NULL,2011.5,4.5,8,1280,720
Noir LT250,2,noir lt250,qmobile,NULL,2014,NULL,2014.5,4.7,8,1280,720
101F,2,arrows a,softbank,NULL,2012,NULL,2012.5,4.3,NULL,960,540
Slide 3G Q45,2,slide 3g q45,iball,NULL,2015,NULL,2015.5,7,2,1024,600
Spacer,2,spacer,just5,NULL,2014,NULL,2014.5,5,8,960,540
AT700,2,regza,toshiba,NULL,2012,NULL,2012.5,10.1,5,800,1280
Primo S3 Mini,2,primo s3 mini,walton,220,2014,4,2014.333333333333,4.7,8,1280,720
T8044,2,t8044,noblex,NULL,2014,NULL,2014.5,8,2,768,1024
MID-1013D,2,mid-1013d,jsmax,120,2014,5,2014.416666666667,10,5,600,1024
Iris 460,2,iris 460,lava,80,2014,NULL,2014.5,4.5,5,854,480
P1001,2,p1001,polaroid,150,2014,9,2014.75,10,5,600,1024
SH-05E,2,smartphone for junior,docomo,NULL,2013,NULL,2013.5,4.09,16.3,960,540
P-04D,2,p-04d,docomo,NULL,2012,NULL,2012.5,4.3,8.199999999999999,960,540
Generic MeeGo,2,generic meego,unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Primo GH+,2,primo gh+,walton,220,2014,4,2014.333333333333,5,5,854,480
GSmart Rey R3,2,gsmart rey r3,gigabyte,80,2014,NULL,2014.5,4.5,8,854,480
Ieos Quad Pro,2,ieos quad pro,odys,NULL,2014,NULL,2014.5,10.1,2,600,1024
TU-1489A,2,tu-1489a,xie he kong,NULL,2015,NULL,2015.5,10.1,5,800,1280
Preo P1,2,preo p1,teknosa,NULL,2015,NULL,2015.5,5,13,1280,720
RM-1065,2,lumia 640 xl lte,microsoft,NULL,2015,NULL,2015.5,5.7,13,1280,720
Primo Walpad 8,2,primo walpad 8,walton,220,2013,4,2013.333333333333,7,5,768,1024
i504,2,i504,nomi,100,2015,10,2015.833333333333,5,8,1280,720
GT-S5831i,2,galaxy ace,samsung,370,2013,NULL,2013.5,3.5,3,480,320
T44,2,t44,panasonic,NULL,2016,NULL,2016.5,4,5,800,480
W30 Quad Core,2,w30 quad core,ramos,NULL,2012,NULL,2012.5,10.13,NULL,800,1280
A118R,2,canvas tube a118r,micromax,60,2014,5,2014.416666666667,5.5,8,1920,1080
PF83,2,phonetab,xtouch,NULL,2013,NULL,2013.5,7.85,2,768,1024
CT1020W,2,8 go,carrefour,NULL,2014,NULL,2014.5,10.1,2,800,1280
Q346,2,q346,micromax,NULL,2016,NULL,2016.5,4.5,5,1020,800
Ta-Fone A34 HD,2,ta-fone a34 hd,karbonn,NULL,2013,NULL,2013.5,7,2,600,1024
it1507,2,it1507,itel,NULL,2016,NULL,2016.5,5,8,854,480
